Nome,Tipo,Categoria,Cidade,Bairro,Endereço,Telefone,WhatsApp,E-mail,Site,Instagram,Facebook,LinkedIn,Google Maps,Nota no Google,Quantidade de avaliações,Status,Score comercial,Classificação comercial,Observações comerciais
Marisa Aparecida Pendeza Em,Escola,Escola,Arujá,Jardim Fazenda Rincao,"Fenacita, 460, Jardim Fazenda Rincao, Arujá, SP",(11) 4652-5451,,,,,,,https://www.google.com/maps/search/?api=1&query=Fenacita%2C+460%2C+Jardim+Fazenda+Rincao%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/marisa-aparecida-pendeza-em-35275219; site oficial/redes não coletados nesta fonte
Maria de Lourdes Ferreira Dona Em,Escola,Escola,Arujá,Vila Aruja,"Aga, 25, Vila Aruja, Arujá, SP",(11) 4652-9253,,,,,,,https://www.google.com/maps/search/?api=1&query=Aga%2C+25%2C+Vila+Aruja%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/maria-de-lourdes-ferreira-dona-em-35229337; site oficial/redes não coletados nesta fonte
Mariano Barbosa de Souza Professor,Escola,Escola,Arujá,Pedreira,"Do Kondo, 380, Rua, Pedreira, Arujá, SP",(11) 4655-4688,,,,,,,https://www.google.com/maps/search/?api=1&query=Do+Kondo%2C+380%2C+Rua%2C+Pedreira%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/mariano-barbosa-de-souza-professor-35908903; site oficial/redes não coletados nesta fonte
Monteiro Lobato Escola Educação Especial Apae Aruja,Escola,Escola,Arujá,Centro,"Joao Manoel, 840, Centro, Arujá, SP",(11) 4655-3438,,,,,,,https://www.google.com/maps/search/?api=1&query=Joao+Manoel%2C+840%2C+Centro%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/monteiro-lobato-escola-educacao-especial-apae-aruja-35149986; site oficial/redes não coletados nesta fonte
Maria Isabel Neves Bastos Profa,Escola,Escola,Arujá,Jardim Renata,"Maria de Lourdes Maximo, 150, Jardim Renata, Arujá, SP",(11) 4655-2799,,,,,,,https://www.google.com/maps/search/?api=1&query=Maria+de+Lourdes+Maximo%2C+150%2C+Jardim+Renata%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/maria-isabel-neves-bastos-profa-35921051; site oficial/redes não coletados nesta fonte
Maria José Lopes Esmeraldo Cmei,Escola,Escola,Arujá,Parque Rodrigo Barreto,"Tailor do Nascimento, 220, Parque Rodrigo Barreto, Arujá, SP",(11) 4655-3220,,,,,,,https://www.google.com/maps/search/?api=1&query=Tailor+do+Nascimento%2C+220%2C+Parque+Rodrigo+Barreto%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/maria-jose-lopes-esmeraldo-cmei-35480770; site oficial/redes não coletados nesta fonte
Milton Barbosa Em,Escola,Escola,Arujá,Jardim Cury,"Nucleo Vicente Matheus, 1150, Jardim Cury, Arujá, SP",(11) 4652-5361,,,,,,,https://www.google.com/maps/search/?api=1&query=Nucleo+Vicente+Matheus%2C+1150%2C+Jardim+Cury%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/milton-barbosa-em-35357492; site oficial/redes não coletados nesta fonte
Nucleo de Desenvolvimento Infantil Sar Tarsila do Amaral,Escola,Escola,Arujá,Jardim Angelo,"Vida e Arte, 160, Jardim Angelo, Arujá, SP",(11) 4655-0359,,,,,,,https://www.google.com/maps/search/?api=1&query=Vida+e+Arte%2C+160%2C+Jardim+Angelo%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/nucleo-de-desenvolvimento-infantil-sar-tarsila-do-amaral-35007281; site oficial/redes não coletados nesta fonte
Noeli Simone da Silva Profa Cmei,Escola,Escola,Arujá,Parque Rodrigo Barreto,"Jorge Cruz, 140, Parque Rodrigo Barreto, Arujá, SP",(11) 4655-0113,,,,,,,https://www.google.com/maps/search/?api=1&query=Jorge+Cruz%2C+140%2C+Parque+Rodrigo+Barreto%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/noeli-simone-da-silva-profa-cmei-35406338; site oficial/redes não coletados nesta fonte
Rosalina de Almeida Mendes Dona Em,Escola,Escola,Arujá,Portao,"Adilia Barbosa Neves, 3759, Portao, Arujá, SP",(11) 4651-3954,,,,,,,https://www.google.com/maps/search/?api=1&query=Adilia+Barbosa+Neves%2C+3759%2C+Portao%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/rosalina-de-almeida-mendes-dona-em-35275220; site oficial/redes não coletados nesta fonte
Paulo Freire Em,Escola,Escola,Arujá,Parque Rodrigo Barreto,"Tailor do Nascimento, 210, Parque Rodrigo Barreto, Arujá, SP",(11) 4655-4245,,,,,,,https://www.google.com/maps/search/?api=1&query=Tailor+do+Nascimento%2C+210%2C+Parque+Rodrigo+Barreto%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/paulo-freire-em-35211862; site oficial/redes não coletados nesta fonte
Recanto Primavera Em,Escola,Escola,Arujá,Recanto Primavera,"Das Carambolas, 25, Recanto Primavera, Arujá, SP",(11) 4652-6200,,,,,,,https://www.google.com/maps/search/?api=1&query=Das+Carambolas%2C+25%2C+Recanto+Primavera%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/recanto-primavera-em-35300846; site oficial/redes não coletados nesta fonte
Republica Dominicana,Escola,Escola,Arujá,Jordanopolis,"Nossa Senhora Aparecida, 255A, Jordanopolis, Arujá, SP",(11) 4655-4420,,,,,,,https://www.google.com/maps/search/?api=1&query=Nossa+Senhora+Aparecida%2C+255A%2C+Jordanopolis%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/republica-dominicana-35046401; site oficial/redes não coletados nesta fonte
Sos Saude Escola Tecnica,Escola,Escola,Arujá,Jardim Angelo,"Rua Antonio Rodrigues Barbosa, 60, Jardim Angelo, Arujá, SP",(11) 2502-6956,,,,,,,https://www.google.com/maps/search/?api=1&query=Rua+Antonio+Rodrigues+Barbosa%2C+60%2C+Jardim+Angelo%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/sos-saude-escola-tecnica-35010471; site oficial/redes não coletados nesta fonte
Washington Luiz Pereira de Souza Dr,Escola,Escola,Arujá,Vila Flora Regina,"Rua Washington Luiz Pereira de Souza, 27, Vila Flora Regina, Arujá, SP",(11) 4655-3900,,,,,,,https://www.google.com/maps/search/?api=1&query=Rua+Washington+Luiz+Pereira+de+Souza%2C+27%2C+Vila+Flora+Regina%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/washington-luiz-pereira-de-souza-dr-35006385; site oficial/redes não coletados nesta fonte
Rene de Oliveira Barbosa Dr,Escola,Escola,Arujá,Jardim Modelo,"Melvin Jones, 52, Jardim Modelo, Arujá, SP",(11) 4655-2135,,,,,,,https://www.google.com/maps/search/?api=1&query=Melvin+Jones%2C+52%2C+Jardim+Modelo%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/rene-de-oliveira-barbosa-dr-35006415; site oficial/redes não coletados nesta fonte
Sidonia Nasser do Prado Em,Escola,Escola,Arujá,Jardim Albino Neves,"Marina Lourenco, 55, Jardim Albino Neves, Arujá, SP",(11) 4653-2300,,,,,,,https://www.google.com/maps/search/?api=1&query=Marina+Lourenco%2C+55%2C+Jardim+Albino+Neves%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/sidonia-nasser-do-prado-em-35297756; site oficial/redes não coletados nesta fonte
Faculdade ENIAC,Escola,Faculdade / Ensino Superior,Guarulhos,Centro,"Rua Força Pública, 89, Centro, Guarulhos, SP",,,,https://www.eniac.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Faculdade+ENIAC+Rua+For%C3%A7a+P%C3%BAblica%2C+89%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,40,Prioridade Baixa,tem site; redes sociais nao localizadas; operador: private; nota/avaliacoes Google nao coletadas nesta fonte
Hospital e Maternidade Ipiranga Arujá,Saúde,Maternidade,Arujá,Centro,"Rua Melvin Jones, 208, Centro, Arujá, SP",,,,https://www.hospitaisipiranga.com.br/unidades-avancadas/hospital-e-maternidade-ipiranga-aruja/aruja/,,,,https://www.google.com/maps/search/?api=1&query=Hospital+e+Maternidade+Ipiranga+Aruj%C3%A1+Rua+Melvin+Jones%2C+208%2C+Centro%2C+Aruj%C3%A1%2C+SP,,,sem informação,40,Prioridade Baixa,tem site; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Augusto Ruschi,Escola,Colégio,Guarulhos,Torres Tibagy,"Rua Soldado Jair da Silva Tavares, Torres Tibagy, Guarulhos, SP",,,,https://colegioaugustoruschi.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Augusto+Ruschi+Rua+Soldado+Jair+da+Silva+Tavares%2C+Torres+Tibagy%2C+Guarulhos%2C+SP,,,sem informação,40,Prioridade Baixa,tem site; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Dó Ré Mi,Escola,Colégio,Itaquaquecetuba,Parque Residencial Scaffid II,"Rodovia Alberto Hinoto, 6468, Parque Residencial Scaffid II, Itaquaquecetuba, SP",(11) 4649-2020,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+D%C3%B3+R%C3%A9+Mi+Rodovia+Alberto+Hinoto%2C+6468%2C+Parque+Residencial+Scaffid+II%2C+Itaquaquecetuba%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte; Fonte Escolas.com.br: http://escolas.com.br/colegio-do-re-mi-35004012; site oficial/redes não coletados nesta fonte
Centro Educacional Unificado Rosa de França,Escola,Centro Educacional,Guarulhos,Vila Galvão,"Rua Sergipe, Vila Galvão, Guarulhos, SP",,,,http://portaleducacao.guarulhos.sp.gov.br/ite/ceu/index.php?p=12&unidade=508,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Unificado+Rosa+de+Fran%C3%A7a+Rua+Sergipe%2C+Vila+Galv%C3%A3o%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,tem site; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Unificado Jardim Presidente Dutra,Escola,Centro Educacional,Guarulhos,Presidente Dutra,"Avenida João Bassi, Presidente Dutra, Guarulhos, SP",,,,http://portaleducacao.guarulhos.sp.gov.br/ite/ceu/index.php?p=12&unidade=499,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Unificado+Jardim+Presidente+Dutra+Avenida+Jo%C3%A3o+Bassi%2C+Presidente+Dutra%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,tem site; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Unificado  Ottawa Uirapuru,Escola,Centro Educacional,Guarulhos,Cumbica,"Avenida Morada Nova, Cumbica, Guarulhos, SP",,,,http://portaleducacao.guarulhos.sp.gov.br/ite/ceu/index.php?p=12&unidade=505,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Unificado++Ottawa+Uirapuru+Avenida+Morada+Nova%2C+Cumbica%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,tem site; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Clínica Individuar,Saúde,Hospital,Guarulhos,Centro,"Rua Carlos Leal Evans, 81, Centro, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica+Individuar+Rua+Carlos+Leal+Evans%2C+81%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; operador: private; nota/avaliacoes Google nao coletadas nesta fonte
Centro de Aendemente Sócio-Eucacional ao Adolescente de Arujá,Escola,Escola,Arujá,São Bento,"Rua Calogero Rapê, São Bento, Arujá, SP",,,e006476a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Centro+de+Aendemente+S%C3%B3cio-Eucacional+ao+Adolescente+de+Aruj%C3%A1+Rua+Calogero+Rap%C3%AA%2C+S%C3%A3o+Bento%2C+Aruj%C3%A1%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional SESI,Escola,Centro Educacional,Mogi das Cruzes,Jardim São Pedro,"Avenida João XXIII, 3050, Jardim São Pedro, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+SESI+Avenida+Jo%C3%A3o+XXIII%2C+3050%2C+Jardim+S%C3%A3o+Pedro%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Estrada Hospital Doutor Arnaldo,Saúde,Hospital,Mogi das Cruzes,Chacára dos Baianos,"Estrada Hospital Doutor Arnaldo, Chacára dos Baianos, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Estrada+Hospital+Doutor+Arnaldo+Estrada+Hospital+Doutor+Arnaldo%2C+Chac%C3%A1ra+dos+Baianos%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Unidade Avançada Hospital Ipiranga,Saúde,Hospital,Mogi das Cruzes,Alto do Ipiranga,"Rua Ipiranga, 876, Alto do Ipiranga, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+Avan%C3%A7ada+Hospital+Ipiranga+Rua+Ipiranga%2C+876%2C+Alto+do+Ipiranga%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
HMU - Hospital Municipal de Urgências,Saúde,Hospital,Guarulhos,Bom Clima,"Avenida Tiradentes, 3392, Bom Clima, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=HMU+-+Hospital+Municipal+de+Urg%C3%AAncias+Avenida+Tiradentes%2C+3392%2C+Bom+Clima%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Parada Hospital Municipal de Urgências (H.M.U),Saúde,Hospital,Guarulhos,Bom Clima,"Avenida Tiradentes, 3392, Bom Clima, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Parada+Hospital+Municipal+de+Urg%C3%AAncias+%28H.M.U%29+Avenida+Tiradentes%2C+3392%2C+Bom+Clima%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Maternidade Jesus José e Maria,Saúde,Maternidade,Guarulhos,Maia,"Avenida Doutor Renato de Andrade Maia, 1337, Maia, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Maternidade+Jesus+Jos%C3%A9+e+Maria+Avenida+Doutor+Renato+de+Andrade+Maia%2C+1337%2C+Maia%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte; Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518802040069; CNES 2040069; CNPJ 43987668000187; site oficial/redes não coletados nesta fonte
Hospital Unimed Guarulhos,Saúde,Hospital,Guarulhos,Centro,"Rua Conceição, Centro, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Unimed+Guarulhos+Rua+Concei%C3%A7%C3%A3o%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Casa de Saúde de Guarulhos,Saúde,Hospital,Guarulhos,Vila Augusta,"Rua Dona Antônia, Vila Augusta, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Casa+de+Sa%C3%BAde+de+Guarulhos+Rua+Dona+Ant%C3%B4nia%2C+Vila+Augusta%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Ponto de Integração Hospital  Santa Marcelina (B/C),Saúde,Hospital,Itaquaquecetuba,Vila Japão,"Rodovia Alberto Hinoto, Vila Japão, Itaquaquecetuba, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Ponto+de+Integra%C3%A7%C3%A3o+Hospital++Santa+Marcelina+%28B%2FC%29+Rodovia+Alberto+Hinoto%2C+Vila+Jap%C3%A3o%2C+Itaquaquecetuba%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Regional de Suzano,Saúde,Hospital,Suzano,Jardim Márcia,"Rua Sete de Setembro, Jardim Márcia, Suzano, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Regional+de+Suzano+Rua+Sete+de+Setembro%2C+Jardim+M%C3%A1rcia%2C+Suzano%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Parada Hospital Saint Nicholas,Saúde,Hospital,Suzano,Centro,"Avenida Antônio Marques Figueira, Centro, Suzano, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Parada+Hospital+Saint+Nicholas+Avenida+Ant%C3%B4nio+Marques+Figueira%2C+Centro%2C+Suzano%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Santa Casa de Misericórdia de Suzano,Saúde,Hospital,Suzano,Vila Figueira,"Rua Francisco Felisberto Filho, Vila Figueira, Suzano, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Santa+Casa+de+Miseric%C3%B3rdia+de+Suzano+Rua+Francisco+Felisberto+Filho%2C+Vila+Figueira%2C+Suzano%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Objetivo,Escola,Colégio,Mogi das Cruzes,Cezar de Souza,"Avenida Francisco Rodrigues Filho, 3530, Cezar de Souza, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Objetivo+Avenida+Francisco+Rodrigues+Filho%2C+3530%2C+Cezar+de+Souza%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio SEPP,Escola,Colégio,Mogi das Cruzes,Centro Cívico,"Rua Newton Straube, Centro Cívico, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+SEPP+Rua+Newton+Straube%2C+Centro+C%C3%ADvico%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Alfabeto,Escola,Colégio,Mogi das Cruzes,Parque Santana,"Rua João Augusto de Moraes, Parque Santana, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Alfabeto+Rua+Jo%C3%A3o+Augusto+de+Moraes%2C+Parque+Santana%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio IENEC,Escola,Colégio,Mogi das Cruzes,Socorro,"Rua Doutor Euclides Ferreira da SIlva, 55, Socorro, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+IENEC+Rua+Doutor+Euclides+Ferreira+da+SIlva%2C+55%2C+Socorro%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Saber,Escola,Colégio,Mogi das Cruzes,Vila Oliveira,"Avenida Francisco Assis Monteiro de Castro, 707, Vila Oliveira, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Saber+Avenida+Francisco+Assis+Monteiro+de+Castro%2C+707%2C+Vila+Oliveira%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Santa Mônica,Escola,Colégio,Mogi das Cruzes,Centro,"Rua São João, Centro, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Santa+M%C3%B4nica+Rua+S%C3%A3o+Jo%C3%A3o%2C+Centro%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Clube Nautico Mogiano Faculdade,Escola,Faculdade / Ensino Superior,Mogi das Cruzes,Vila Industrial,"Rua Cabo Diogo Oliver, Vila Industrial, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Clube+Nautico+Mogiano+Faculdade+Rua+Cabo+Diogo+Oliver%2C+Vila+Industrial%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Rua do Colégio,Escola,Colégio,Guarulhos,Vila Rio,"Rua do Colégio, Vila Rio, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Rua+do+Col%C3%A9gio+Rua+do+Col%C3%A9gio%2C+Vila+Rio%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
